"Fiscal Year","Employer","Initial Approvals","Initial Denials","Continuing Approvals","Continuing Denials","NAICS","Tax ID","State","City","ZIP"
"2020","ENIAC SYSTEMS INC","3","2","13","2","54","4349","NJ","EDISON","08817"
"2020","21 STAFF LLC","3","8","4","1","54","3144","CA","PLEASANTON","94588"
"2020","MODIS E&T LLC","0","0","2","0","54","4225","FL","JACKSONVILLE","32256"
"2020","HEXAR IT SOLUTIONS INC","1","1","0","1","54","5059","IL","PEORIA","61603"
"2020","LIBERTY MUTUAL TECH GROUP INC","0","0","1","0","52","6347","MA","BOSTON","02110"
"2020","LIBERTY MUTUAL TECH GROUP INC","0","0","13","0","52","6347","MA","BOSTON","02116"
"2020","EXCEDON INC","2","0","0","0","54","7762","VA","HERNDON","20171"
"2020","STATES TITLE INC","0","0","1","1","54","9185","CA","SAN FRANCISCO","94105"
"2020","ARRIBA ADVISORS LLC","1","0","0","0","54","8402","FL","TAMPA","33611"
"2020","WAYFARER INC D B A GLYDWAYS","0","0","1","0","54","3069","CA","SOUTH SAN FRANCISCO","94080"
"2020","EMONICS LLC","0","0","1","0","54","7079","NJ","JERSEY CITY","07306"
"2020","EMONICS LLC","0","1","0","0","56","7079","NJ","JERSEY CITY","07306"
"2020","S2SSOFT LLC","4","0","0","0","54","9844","CA","DUBLIN","94568"
"2020","RAJMANE CPA CORP","0","0","1","0","54","1072","IN","INDIANAPOLIS","46240"
"2020","ABOVE & BEYOND-BUS TOOLS & SVCS FO","1","0","0","0","52","7537","NJ","PRINCETON","08540"
"2020","AAMC US INC","1","0","0","0","52","7974","NC","CHARLOTTE","28209"
"2020","DEACON CONSTRUCTION LLC","0","0","0","1","23","8803","CA","CITRUS HEIGHTS","95610"
"2020","VERIDIC SOLUTIONS LLC","1","0","14","2","54","3307","GA","DULUTH","30096"
"2020","VERIDIC SOLUTIONS LLC","0","0","1","0","54","3307","GA","NORCROSS","30093"
"2020","VERIDIC SOLUTIONS LLC","29","19","9","0","54","3307","NY","NEW YORK","10105"
"2020","AROHAK INC","0","0","2","0","54","3431","NJ","MONMOUTH JUNCTION","08852"
"2020","GOGETTER INC","0","1","0","0","56","1257","MO","ROLLA","65401"
"2020","CHARLES & CO DESIGN LLC","1","0","0","0","54","2399","NY","NEW YORK","10001"
"2020","AMARAVATI TECHNOLOGIES INC","0","1","0","0","54","4611","TX","HOUSTON","77077"
"2020","CED SYSTEMS LLC","1","0","0","0","99","5532","NJ","LYNDHURST","07071"
"2020","INNOGRIT CORPORATION","2","0","0","0","54","5618","CA","SAN JOSE","95110"
"2020","IT SWARM LLC","0","1","0","0","54","0336","TX","AUSTIN","78726"
"2020","IT SWARM LLC","1","2","0","0","54","0336","TX","FRISCO","75034"
"2020","WEALTHSIMPLE US LTD","1","0","0","0","52","3465","NY","BROOKLYN","11201"
"2020","NEURO TEAM ONE PLLC","1","0","0","0","62","2282","MI","BLOOMFIELD HILLS","48301"
"2020","YANGTZE MEMORY TECHNOLOGIES INC","1","0","1","0","33","0782","CA","SAN JOSE","95134"
"2020","PANORAMA GLOBAL","0","1","0","0","81","4119","WA","SEATTLE","98121"
"2020","SEA OATS VACATION PROPERTY MGT INC","0","1","0","0","53","4314","SC","CHARLESTON","29401"
"2020","VASPIRE TECHNOLOGIES INC","1","0","0","1","54","6791","NJ","EAST BRUNSWICK","08816"
"2020","VASPIRE TECHNOLOGIES INC","0","0","3","0","54","6791","NJ","NORTH BRUNSWICK","08902"
"2020","TIGER LIFE INSURANCE AGENCY INC","1","0","0","0","52","7557","CA","IRVINE","92620"
"2020","K&L ENGINEERING CONSULTING P C","1","0","0","0","54","8138","NY","WHITE PLAINS","10601"
"2020","ABCLONAL SCIENCE INC","1","0","0","0","54","8496","MA","WOBURN","01801"
"2020","ETHOS CALIFORNIA VETERINARY GROUP","1","0","0","0","54","0337","CA","SACRAMENTO","95831"
"2020","FOCUS ACCOUNTING & CPA FIRM INC","1","0","0","0","54","1340","CA","ALBANY","94706"
"2020","TISSA TECHNOLOGY LLC","1","0","0","0","54","6071","TX","PORTER","77365"
"2020","TIMESQUARE IT INC","5","3","2","0","54","5214","GA","ALPHARETTA","30005"
"2020","ATOLLOGY INC","0","1","0","0","51","7377","CA","SANTA CLARA","95050"
"2020","BPM LLP","0","0","0","1","54","4542","CA","SAN JOSE","95113"
"2020","BPM LLP","0","0","1","0","54","4542","CA","WALNUT CREEK","94596"
"2020","BOUNTEOUS INC","0","0","1","0","54","5476","IL","CHICAGO","60613"
"2020","DREAM GO INC","1","0","0","1","55","5541","NY","NEW YORK","10123"
"2020","PORTOFINO LABS INC","1","0","0","0","51","2997","CA","REDWOOD CITY","94063"
"2020","NATURIPE AVOCADO FARMS LLC","1","0","0","0","11","5386","FL","ESTERO","33928"
"2020","STUDIO OFFICE SOLUTIONS LLC","1","0","0","0","99","9348","NY","NEW YORK","10036"
"2020","TECHINTELLI SOLUTIONS INC","2","0","0","0","54","0874","TX","DALLAS","75254"
"2020","ZVST CLOUD TECHNOLOGIES INC","0","1","0","0","54","1881","MO","BALLWIN","63021"
"2020","ZVST CLOUD TECHNOLOGIES INC","0","0","1","0","54","1881","MO","MANCHESTER","63021"
"2020","HERMES MICROVISION NORTH AMERICA","3","0","0","0","33","8086","CA","SAN JOSE","95131"
"2020","ELASTICFLASH INC","0","1","0","0","54","1132","CA","MOUNTAIN VIEW","94043"
"2020","CLOUD ACCEL INC","0","0","1","0","54","4229","FL","BOCA RATON","33431"
"2020","AMNE INC","1","0","0","0","53","6169","TX","AUSTIN","78741"
"2020","SIMPLE TRUCK ELD INC","0","1","0","0","54","8738","IL","ROLLING MEADOWS","60008"
"2020","SAGE GROUP TECHNOLOGIES INC","0","0","1","0","54","9043","NJ","HAZLET","07730"
"2020","PERFECT SENSE INC","0","0","0","1","54","9291","VA","RESTON","20190"
"2020","LOGOS GLOBALTECH LLC","0","0","2","1","54","4939","CA","WALNUT CREEK","94598"
"2020","VIRTUAL ENTERPRISE SYSTEM SOLUTION","0","1","0","0","54","8140","CA","SAN JOSE","95134"
"2020","NANOCUBE TECHNOLOGIES LLC","1","0","0","0","54","9825","KY","FRANKFORT","40601"
"2020","EXACT ACCOUNTING & TAX SVCS INC","1","0","0","0","54","3489","CA","DIAMOND BAR","91765"
"2020","LEADWELL GLOBAL PROPERTY LLC","0","0","0","1","53","8328","CA","SAN FRANCISCO","94108"
"2020","CIBERLYNX INC","0","0","1","0","54","0365","TX","IRVING","75038"
"2020","WAILIAN TECHNOLOGY INC","0","1","0","0","54","0365","CA","SAN FRANCISCO","94108"
"2020","ENQUBES INC","0","0","1","0","54","0594","NJ","LAWRENCE TOWNSHIP","08648"
"2020","ENQUBES INC","0","0","3","0","54","0594","NJ","LAWRENCEVILLE","08648"
"2020","COLOR GLASS CONTAINER INC","1","0","0","0","32","3326","CA","LAKE FOREST","92630"
"2020","ARKA TECHNOLOGIES INC","3","60","2","2","54","5743","FL","MIAMI","33131"
"2020","LYNXTECH GROUP LLC","1","1","2","1","54","7071","VA","HERNDON","20171"
"2020","SINGULAR CPA SVCS LLC","1","0","0","0","54","5662","CO","CENTENNIAL","80121"
"2020","CMG HOLDINGS LLC","0","1","0","0","55","6625","IL","CHICAGO","60612"
"2020","GONG IO INC","1","0","0","0","54","6860","CA","SAN FRANCISCO","94103"
"2020","WIRELESSBRO INC","0","1","0","1","42","8110","CA","WALNUT","91789"
"2020","RC LAW LLP","0","0","1","0","54","0585","FL","MIAMI","33130"
"2020","COGNOMOTIV INC","1","0","0","0","54","1408","CA","MENLO PARK","94025"
"2020","ZENUITY INC","0","0","1","0","54","0409","MI","FARMINGTON","48334"
"2020","ZENUITY INC","1","0","2","0","54","0409","MI","NOVI","48377"
"2020","TRILLION TECHNOLOGIES & TRADING LL","1","0","0","0","42","3624","TX","RICHARDSON","75081"
"2020","HITECH INFO GROUP LLC","0","0","0","1","54","0001","GA","ALPHARETTA","30009"
"2020","HITECH INFO GROUP LLC","1","0","1","1","54","0001","TN","CHATTANOOGA","37402"
"2020","CONTROLCASE LLC","0","0","1","0","54","3349","VA","FAIRFAX","22033"
"2020","CLASS ADVISORS GP","1","0","0","0","54","6098","CA","SAN DIEGO","92120"
"2020","WOLTERS KLUWER R&D US LP","0","0","1","0","51","6138","IL","DEERFIELD","60015"
"2020","AURORA INNOVATION INC","0","0","6","0","54","7104","CA","PALO ALTO","94303"
"2020","KATALYST HEALTHCARES LIFE SCI INC","0","0","1","0","54","9781","NJ","SOUTH PLAINFIELD","07080"
"2020","ICEKREDIT INC","0","0","1","0","56","1004","CA","WESTLAKE VILLAGE","91362"
"2020","ERP SMARTLABS LLC","1","0","0","0","54","4089","TX","HOUSTON","77098"
"2020","INFINET LLC","0","1","0","0","54","1723","IL","CHICAGO","60615"
"2020","PONY AI INC","0","0","4","0","54","1834","CA","FREMONT","94538"
"2020","APPTRICS LLC","8","5","2","0","54","3705","GA","ALPHARETTA","30022"
"2020","NJOY LLC","0","0","0","1","31","9502","AZ","SCOTTSDALE","85258"
"2020","GLOBAL SMILES DENTAL 3 LLC","1","0","0","0","62","8481","IN","WHITELAND","46184"
"2020","RIA ADVISORY LLC","1","0","0","0","54","0353","FL","CORAL GABLES","33134"
"2020","CONSULTARE AMERICA LLC","0","1","0","0","54","0389","FL","MIAMI","33178"
"2020","IMMUNITY COMMA INC DOT DBA IMMUNIT","1","0","0","0","54","4965","NY","NEW YORK","10023"
"2020","FULL SPECTRUM PROCESSING INC","1","0","0","0","54","8516","PA","PHILADELPHIA","19106"
"2020","JOBY AERO INC","5","0","1","0","33","8866","CA","SANTA CRUZ","95060"
"2020","SUKI AI INC","0","0","1","0","54","2134","CA","REDWOOD CITY","94063"
"2020","LALLY & CO LLC","1","0","0","0","54","4059","PA","PITTSBURGH","15237"
"2020","CODE GRAVITY LLC","0","3","1","0","54","7763","TX","IRVING","75062"
"2020","TECH ETERNITY CORP","1","0","0","0","99","9602","NY","FLUSHING","11354"
"2020","BAM BAM KITCHEN LLC","1","0","0","0","72","4870","PA","ARDMORE","19003"
"2020","SLESHA INC","1","3","0","0","54","5674","TX","IRVING","75062"
"2020","WETRIUM LLC D/B/A MEDSCRIPT PHARMA","0","0","1","0","44","7248","TX","PLANO","75093"
"2020","ARGO AI LLC","0","0","8","0","54","9755","PA","PITTSBURGH","15222"
"2020","RABO DIVERSIFIELD SERVICES LLC","0","0","2","0","52","2881","MO","CHESTERFIELD","63017"
"2020","HVH PRECISION ANALYTICS LLC","1","0","0","0","54","2721","PA","WAYNE","19087"
"2020","STAR ALLIANCE CULTURE INC","0","0","0","1","71","0203","CA","BURLINGAME","94010"
"2020","SAFECHAIN FINANCIAL INC","0","0","0","1","54","3634","OH","COLUMBUS","43215"
"2020","FAIRE WHOLESALE INC","0","0","0","1","42","9038","CA","SAN FRANCISCO","94104"
"2020","WADE FLOORING & REMODELING INC D B","0","1","0","0","44","2342","TX","DALLAS","75234"
"2020","PANORAMA HOLDINGS LLC","1","0","0","0","52","3121","NC","CHARLOTTE","28209"
"2020","RIC SEMICONDUCTOR LLC","1","0","0","0","54","8829","TX","PLANO","75093"
"2020","FIRST MED GROUP LLC","0","0","0","1","62","0648","MO","CHESTERFIELD","63017"
"2020","MOFFETT & ASSOCIATES","0","0","1","0","54","7171","CA","EL SEGUNDO","90245"
"2020","EXPERIAN MARKETING SOLUTIONS LLC","1","0","0","0","51","8737","CA","COSTA MESA","92626"
"2020","INNOVA CONSULTING SERVICES LLC DBA","0","0","1","0","54","1956","VA","HERNDON","20171"
"2020","EBOTS INC","0","0","1","0","54","5164","CA","FREMONT","94539"
"2020","ORAYAAH CONSULTING LLC","0","0","1","0","54","0809","TX","HOUSTON","77077"
"2020","PUI TAK CHRISTIAN SCHOOL","0","0","1","0","61","2365","IL","CHICAGO","60613"
"2020","BARON APP INC","0","0","1","0","99","3299","IL","CHICAGO","60642"
"2020","SUPLARI INC","1","0","0","0","54","6354","WA","SEATTLE","98101"
"2020","CAIDE SYSTEMS INC","2","0","0","0","54","8801","MA","LOWELL","01852"
"2020","TURNER IMPACT HR LP","0","0","1","0","52","8804","CA","SANTA MONICA","90404"
"2020","AEVA INC","0","0","1","0","54","1800","CA","MOUNTAIN VIEW","94043"
"2020","SM LOGICS INC","1","0","0","0","54","4190","TX","CARROLLTON","75006"
"2020","PROINF LLC","1","0","0","0","54","8678","CA","SAN RAMON","94582"
"2020","SMG ENTERPRISES LLC","0","1","0","0","42","1773","KS","OVERLAND PARK","66214"
"2020","NEUMANN SLOAT ARNOLD ARCHITECTS IN","0","1","0","0","54","5882","CA","OAKLAND","94607"
"2020","CYXTERA TECHNOLOGIES","0","0","1","0","51","5215","TX","ADDISON","75001"
"2020","BYTON NORTH AMERICA CORPORATION","5","1","7","0","33","6218","CA","SANTA CLARA","95054"
"2020","REVENUE MGT SOLNS LLC","1","0","0","0","56","6469","OK","OKLAHOMA CITY","73120"
"2020","JJ TECH SYSTEMS INC","2","3","2","0","54","7062","GA","ALPHARETTA","30009"
"2020","JCH DAVIS CONTRACTORS INC","0","1","0","0","23","9524","CO","FORT COLLINS","80525"
"2020","DOMINION HARBOR ENTERPRISES LLC","0","0","1","0","54","1879","TX","DALLAS","75201"
"2020","PRAJAPATI COMPANY CPAS LLP","0","0","1","0","54","4483","NY","NEW YORK","10017"
"2020","NEXT TRUCKING INC","0","0","1","0","48","5546","CA","EL SEGUNDO","90245"
"2020","NEXT TRUCKING INC","0","0","0","1","48","5546","CA","LYNWOOD","90262"
"2020","VISIONICS LLC","0","0","1","0","33","0778","CA","SANTA CLARA","95054"
"2020","VIVOMI INC","0","0","1","0","54","3532","WA","LAKE STEVENS","98258"
"2020","VISCIENT BIO INC","1","0","0","0","54","2189","CA","SAN DIEGO","92121"
"2020","VMC SOFT TECHNOLOGIES INC","1","2","3","0","54","2589","AZ","SCOTTSDALE","85260"
"2020","SILBERZWEIG LAW OFFICE PC","0","0","1","0","54","2975","NY","NEW YORK","10016"
"2020","FRIENDS HEALTH CARE TEAM INC","1","0","0","0","62","3864","VA","ANNANDALE","22003"
"2020","VBRIDGEIT INC","7","6","1","0","54","1623","NC","CHARLOTTE","28262"
"2020","GIVEWITH LLC","0","0","1","0","54","2610","CA","MANHATTAN BEACH","90266"
"2020","MAR CON BUILDERS INC","0","0","1","0","23","3000","CA","OAKLAND","94621"
"2020","ACCELIRATE INC","1","1","2","0","54","1273","FL","FORT LAUDERDALE","33323"
"2020","SHIVHARI INC","0","1","0","0","99","2343","NY","JACKSON HEIGHTS","11372"
"2020","DRAPER MANAGEMENT COMPANY LLC","1","0","0","0","52","4458","CA","SAN MATEO","94401"
"2020","BLINK HEALTH GROUP LLC","2","0","2","0","54","0840","NY","NEW YORK","10012"
"2020","GYRFALCON TECHNOLOGY INC","1","0","0","0","33","4613","CA","MILPITAS","95035"
"2020","PRETTY BOOKS LLC","1","0","0","0","54","8929","WA","SEATTLE","98119"
"2020","VIRGINIA IN HOME PARTNER V D/B/A F","0","0","1","0","62","7123","LA","LAFAYETTE","70508"
"2020","WARANA CAPITAL LLC","1","0","0","0","52","0669","NY","NEW YORK","10013"
"2020","PENSANDO SYSTEMS INC","0","0","15","1","54","1806","CA","SAN JOSE","95110"
"2020","NIAGARA NETWORKS INC","1","0","0","0","54","2774","CA","SAN JOSE","95112"
"2020","ADALITEK GROUP LLC","0","2","1","3","54","3929","TX","IRVING","75038"
"2020","FORTUNAM STUDIOS INC DBA GOLD COIN","1","0","0","0","51","3963","NV","RENO","89521"
"2020","HIQ TECHNOLOGIES LLC","0","0","1","0","54","8487","MA","HOPKINTON","01748"
"2020","SB INVESTMENT ADVISERS US INC","1","0","0","0","52","0418","CA","SAN CARLOS","94070"
"2020","MEDSYS EMPLOYEES LLC","2","0","0","0","51","0615","OH","PERRYSBURG","43551"
"2020","MINDSTRONG HEALTH","0","0","2","0","54","1291","CA","MOUNTAIN VIEW","94041"
"2020","TUSIMPLE","7","0","2","0","54","8063","CA","SAN DIEGO","92122"
"2020","QUANTCO INC","0","0","0","1","54","8866","MA","BOSTON","02109"
"2020","JNANA THERAPEUTICS","0","0","1","0","32","0222","MA","BOSTON","02210"
"2020","SHARKDREAMS INC","1","0","0","0","51","8957","NC","RALEIGH","27601"
"2020","DOUGLAS PHARMA US INC","0","0","2","0","54","6833","PA","WARMINSTER","18974"
"2020","ENNEW NORTH AMERICA INC","1","0","0","0","54","7637","CA","SUNNYVALE","94087"
"2020","ALPHA VERTEX INC","2","0","0","0","54","2869","NY","NEW YORK","10013"
"2020","PAUL TANG ARCHITECTS INC DBA VERSE","0","0","1","0","54","4029","CA","LOS ANGELES","90014"
"2020","ENOVATE ENGINEERING LLC","0","0","1","0","23","9352","NJ","CRANFORD","07016"
"2020","XI AN DUMPLING INC","0","0","0","1","72","4726","CA","SAN FRANCISCO","94103"
"2020","TRN DIGITAL LLC","0","0","1","0","54","3210","MA","BOSTON","02114"
"2020","NEUTRON HOLDINGS INC DBA LIME","5","1","2","1","54","0517","CA","SAN FRANCISCO","94105"
"2020","NEUTRON HOLDINGS INC DBA LIME","0","0","1","0","62","0517","CA","SAN FRANCISCO","94105"
"2020","SP6 CONSULTING LLC DBA INTELLECT","0","0","1","1","51","4089","FL","CLEARWATER","33759"
"2020","NARWAL INC","1","1","2","0","54","6359","OH","CINCINNATI","45227"
"2020","ASSEMBLY SOFTWARE LLC DBA TRIALWOR","1","0","0","0","54","5017","FL","MIAMI","33146"
"2020","TOTEMIC LABS INC","1","0","0","0","51","9121","CA","PALO ALTO","94303"
"2020","MERITIZE FINANCIAL INC","0","0","1","0","52","8945","TX","FRISCO","75034"
"2020","NAUTILUS BIOTECHNOLOGY INC","0","0","1","0","99","8437","CA","MENLO PARK","94025"
"2020","LONG CITY LLC","1","0","0","0","53","9900","IL","CHICAGO","60616"
"2020","CS INTERNATIONAL GROUP INC","1","0","0","0","45","6918","KY","LEXINGTON","40509"
"2020","BMR INFOTECK INC","1","0","0","0","54","9788","CA","DUBLIN","94568"
"2020","BLUESWITCH LLC","1","0","0","0","54","9875","NY","NEW YORK","10006"
"2020","EDISQUARE INC","6","0","5","1","54","7031","MD","GERMANTOWN","20876"
"2020","ZENSOFT IT SOLUTIONS INC","2","1","1","0","54","7485","MA","NORTHBOROUGH","01532"
"2020","EZSVS USA INC","0","0","0","1","54","4106","CA","FREMONT","94538"
"2020","MILLBURN KIDS DBA GODDARD SCHOOL","1","0","0","0","61","5346","NJ","MILLBURN","07041"
"2020","MPLATFORM LLC","2","0","0","0","54","5413","NY","NEW YORK","10007"
"2020","BETASHARP INC.","1","1","0","0","54","0638","MN","GOLDEN VALLEY","55422"
"2020","REDMARLIN INC","0","0","2","0","51","3570","CA","LOS ALTOS","94022"
"2020","REDMARLIN INC","1","0","0","0","51","3570","CA","MOUNTAIN VIEW","94040"
"2020","METROVEST HOSPITALITY LLC DBA GURN","0","1","0","0","72","4934","RI","NEWPORT","02840"
"2020","HONGKUN USA REAL ESTATE DEV LLC","1","0","0","0","53","6492","NY","NEW YORK","10019"
"2020","SPES PHARMACEUTICALS INC","0","0","1","0","99","5382","NJ","NORTH BRUNSWICK","08902"
"2020","RISHIK VS TECHNOLOGIES INC","1","1","0","0","54","7023","TX","PLANO","75024"
"2020","AMISEQ INC","0","0","0","1","54","1942","CA","MILPITAS","95035"
"2020","VNC LLC","0","1","1","0","54","7517","MA","BOSTON","02116"
"2020","MENZO TECHNOLOGIES CORP","2","0","1","0","54","6476","NJ","SOMERSET","08873"
"2020","BITO ROBOTICS INC","1","0","0","0","51","9309","PA","PITTSBURGH","15203"
"2020","RESILIENCE INFOTECH LLC","1","0","0","0","54","9596","GA","ALPHARETTA","30004"
"2020","REDIFCARD TECHNOLOGIES LLC","1","0","1","0","54","2145","MN","MINNEAPOLIS","55431"
"2020","SMART DECK SOLUTIONS INC","0","1","1","1","54","6851","IL","NAPERVILLE","60563"
"2020","PAMPA DENTAL PLLC","1","0","0","0","62","1260","TX","PAMPA","79065"
"2020","CARE CONTINUUM LLC","0","0","1","0","62","1467","MI","CLINTON TOWNSHIP","48035"
"2020","VCLOUD SOLUTIONS INC","0","7","0","0","54","4249","NJ","EDISON","08817"
"2020","TALENTECH CONSULTING LLC","0","5","0","0","54","5486","NJ","MONMOUTH JUNCTION","08852"
"2020","WHISPER AI INC","0","0","1","0","54","7566","CA","SAN FRANCISCO","94110"
"2020","DULLES ENGINEERING INC","0","0","1","0","54","1557","VA","CHANTILLY","20151"
"2020","ECARD INC","0","0","1","0","52","4316","NY","NEW HYDE PARK","11042"
"2020","ECARD INC","1","0","0","0","52","4316","NY","NEW YORK","10016"
"2020","PRODUCTIVE RESOURCES LLC","1","0","0","0","54","4993","IL","SPRINGFIELD","62701"
"2020","PIONEER SMILES PLLC","1","0","0","0","62","4929","TX","IRVING","75061"
"2020","HANU TECHNOLOGIES LLC","0","2","0","3","54","6349","TX","ALLEN","75013"
"2020","HANU TECHNOLOGIES LLC","0","2","0","0","54","6379","TX","ALLEN","75013"
"2020","TURING VIDEO","1","0","2","0","54","6149","CA","SAN MATEO","94402"
"2020","WONDERBOTZ LLP","2","1","0","0","54","0017","NV","LAS VEGAS","89119"
"2020","JAYDEE VENTURES LLC DBA 1 WEST","0","0","1","0","52","1175","NY","NEW YORK","10120"
"2020","WINDSUN TECHNOLOGIES INC","0","0","1","0","54","4376","GA","CUMMING","30041"
"2020","SMA PATIENT CARE LLC D/B/A SOMERSE","1","0","0","0","44","4837","MI","ROCHESTER HILLS","48307"
"2020","SACROSANCTINFO","0","5","1","0","54","8617","CA","FREMONT","94538"
"2020","LAIR EAST LABS LLC","0","1","0","0","52","0742","NY","NEW YORK","10013"
"2020","SILICON TECHNOLOGIES LLC","0","1","0","0","99","5862","CA","IRVINE","92618"
"2020","WELLIGENCE INC","2","0","0","0","54","7827","TX","HOUSTON","77056"
"2020","IMINDS TECHNOLOGY SYSTEMS INC","2","1","1","0","54","8557","PA","PITTSBURGH","15243"
"2020","NIYUTA TECHNOLOGIES INC","0","1","0","0","54","3985","GA","ALPHARETTA","30005"
"2020","LOOP NOW TECHNOLOGIES INC","2","0","0","0","51","4956","CA","REDWOOD CITY","94063"
"2020","EXAMITY INC","0","0","1","0","51","8829","MA","NEWTON UPPER FALLS","02464"
"2020","KRIKEY INC","1","0","0","0","54","1083","CA","SAN FRANCISCO","94108"
"2020","EOS INVESTORS LLC","1","0","0","0","72","0280","NY","NEW YORK","10022"
"2020","SEEKOPS INC","0","0","1","0","54","8573","TX","AUSTIN","78730"
"2020","AMERIINFOVETS INC","0","1","1","0","54","5615","OK","PRYOR","74361"
"2020","AMERIINFOVETS INC","1","0","0","0","54","6515","OK","PRYOR","74361"
"2020","AB STUDIO INC","0","0","1","0","54","8580","CA","HAYWARD","94545"
"2020","ENSE MARINE GROUP LLC","1","0","0","0","54","3769","FL","SARASOTA","34232"
"2020","JAWBONE HEALTH HUB INC","0","0","1","0","33","6202","CA","SAN FRANCISCO","94103"
"2020","XUNJING TECH INC DBA LAIOFFER","2","5","0","0","54","3139","CA","SANTA CLARA","95054"
"2020","PAPERLESS PARTS INC","0","0","1","0","33","5530","MA","BOSTON","02114"
"2020","SP SILICA OF MONAHANS LLC","0","0","1","0","21","0556","TX","MONAHANS","79756"
"2020","UNITED EDUCATION GROUP INC","0","1","0","0","61","1834","CA","CITY OF INDUSTRY","91748"
"2020","HOODOO DIGITAL LLC","0","0","1","0","54","5554","UT","SALT LAKE CITY","84111"
"2020","INSPIRANT GROUP INC","0","0","1","0","54","8090","IL","NAPERVILLE","60563"
"2020","NOVAGIGS INC","2","0","0","0","51","1550","VA","MC LEAN","22102"
"2020","BAUER HOCKEY LLC","0","0","1","0","42","1678","NH","EXETER","03833"
"2020","UNITED IT INC","0","0","2","0","54","2962","NJ","SOUTH PLAINFIELD","07080"
"2020","EASY FUTURE GO INC","0","0","0","1","99","9871","CA","MOUNTAIN VIEW","94040"
"2020","VIMVEST LLC","1","0","0","0","54","7605","FL","SARASOTA","34239"
"2020","DYNAMIC SURGICAL INC D/B/A REZILIE","1","0","0","0","54","8831","MO","SAINT LOUIS","63112"
"2020","SEMPER TEK LLC","0","0","2","1","54","2883","TX","MCKINNEY","75070"
"2020","BIZANALYTICA LLC","0","0","1","0","54","8602","NH","LONDONDERRY","03053"
"2020","TLJ CHICAGO LLC","1","0","0","0","72","0499","IL","CHICAGO","60616"
"2020","DELOS COMPUTERS CORPORATION","1","1","0","0","54","0747","GA","ALPHARETTA","30005"
"2020","MILANO TECHNICAL GROUP INC","1","0","0","0","99","2034","CA","MERCED","95348"
"2020","A4 MEDIA & DATA SOLNS LLC FKA NTEL","2","0","0","0","54","8348","NY","LONG ISLAND CITY","11101"
"2020","DYNAMIK DESIGN PARTNERS LLC","0","0","1","0","54","8843","GA","ATLANTA","30328"
"2020","SHRESTHA TECHNOLOGY SERVICES INC","2","0","0","0","54","7030","MI","PLYMOUTH","48170"
"2020","L3DFX LLC","1","0","0","0","33","2943","IL","BOLINGBROOK","60440"
"2020","CLASS OF AMERICA INC","0","1","0","0","61","8398","NY","NEW YORK","10036"
"2020","CONSIDDR INC","1","0","0","0","51","8138","MA","BOSTON","02215"
"2020","FINTECH4GOOD GROUP LLC","0","1","0","0","52","4079","VA","ARLINGTON","22202"
"2020","VEE PARK LLC DBA VOYANT BEAUTY","0","0","1","0","32","5969","IL","HODGKINS","60525"
"2020","VEE PARK LLC DBA VOYANT BEAUTY","0","0","1","0","32","5969","IL","LA GRANGE","60525"
"2020","DATALORE TECHNOLOGIES INC","1","0","0","0","54","7743","CA","TRACY","95377"
"2020","DATAZOIC INC","1","0","0","0","51","8258","NY","NEW YORK","10173"
"2020","AMISEQ INC","1","1","2","0","54","1942","CA","MILPITAS","95035"
"2020","BRIGHT PEI CONSULTING LLC","1","0","0","0","54","4718","IL","CHICAGO","60604"
"2020","C R I FLUID SYSTEMS USA LLC","0","0","1","0","33","6813","TX","STAFFORD","77477"
"2020","DATASYNC INC","0","1","2","0","54","4473","VA","STERLING","20164"
"2020","SPECTRUM LABS INC","0","0","1","0","54","6035","CA","SAN FRANCISCO","94105"
"2020","INDUSTRIAL FURNANCE & INSULATION S","1","0","0","0","33","6268","CA","ONTARIO","91761"
"2020","BOUNDLESS IMMIGRATION INC","0","0","1","0","54","7726","WA","SEATTLE","98121"
"2020","HOLLERITH IT SOLUTIONS LLC","2","1","0","0","54","7871","TX","HOUSTON","77036"
"2020","3AMIGOSIT LLC","1","4","0","0","54","4552","OH","COLUMBUS","43235"
"2020","MYADVISOR360 LLC","0","1","0","0","54","6271","VA","MC LEAN","22102"
"2020","AIFI INC","1","0","1","0","54","5682","CA","SANTA CLARA","95051"
"2020","BEAUTY MEGA INC","0","1","0","0","42","5880","CA","EL MONTE","91731"
"2020","APP DYNAMIC SYSTEMS LLC","1","0","0","0","99","6444","NJ","CRANBURY","08512"
"2020","WERIDE CORP","0","0","1","0","54","3676","CA","SAN JOSE","95131"
"2020","WERIDE CORP","2","0","0","0","54","3676","CA","SUNNYVALE","94089"
"2020","METRIX IT SOLUTIONS INC","3","7","4","0","54","7325","NC","CHARLOTTE","28262"
"2020","HOLLERITH IT SOLUTIONS LLC","1","0","0","0","54","7871","TX","HOUSTON","77036"
"2020","CALIBER IT SOLUTIONS INC","3","2","2","0","54","0017","SC","ROCK HILL","29730"
"2020","STANDARD COGNITION CORP","2","0","2","0","54","2130","CA","SAN FRANCISCO","94103"
"2020","SANESO INC","0","1","0","0","33","9677","WV","ELKINS","26241"
"2020","TANA SYSTEMS INC","1","0","0","0","33","0793","MT","HELENA","59601"
"2020","HANGUANG INTERNATIONAL INC","0","1","0","0","61","5073","NY","NEW YORK","10004"
